active,date_times,default_id,id,pic_url,price,title,url
True,2017-04-06T10:09:38.580781+00:00,,1165,https://n3.sdlcdn.com/imgs/c/g/f/large/Paw-Patrol-Party-Supplies-Paw-SDL240962228-1-4e5af.jpg,2572,Paw Patrol Party Supplies - Paw Patrol Tablecover Paw Patrol Party Game and Hanging Swirl Decoratio,https://www.snapdeal.com/product/paw-patrol-party-supplies-paw/641982529474
True,2017-04-06T10:09:38.603229+00:00,,1166,https://n3.sdlcdn.com/imgs/c/w/t/large/Paw-Patrol-Mini-Figures-Ryder-SDL258383766-1-c821a.jpg,1985,Paw Patrol Mini Figures Ryder,https://www.snapdeal.com/product/paw-patrol-mini-figures-ryder/661720035138
True,2017-04-06T10:09:38.625594+00:00,,1167,https://n3.sdlcdn.com/imgs/c/g/b/large/Paw-Patrol-Birthday-Banner-SDL365271431-1-bdfa4.jpg,1720,Paw Patrol Birthday Banner,https://www.snapdeal.com/product/paw-patrol-birthday-banner/637359095636
True,2017-04-06T10:09:38.647192+00:00,,1168,https://n3.sdlcdn.com/imgs/c/7/3/large/Paw-Patrol-Dessert-Plates-Napkins-SDL729194408-1-869cf.jpg,3612,Paw Patrol Dessert Plates & Napkins Party Kit for 16 Guests,https://www.snapdeal.com/product/paw-patrol-dessert-plates-napkins/645291665851
True,2017-04-06T10:09:38.669500+00:00,,1169,https://n3.sdlcdn.com/imgs/c/y/q/large/Paw-Patrol-Jumbo-Letter-Banner-SDL749513047-1-49ccd.jpg,1856,Paw Patrol Jumbo Letter Banner Kit (1ct),https://www.snapdeal.com/product/paw-patrol-jumbo-letter-banner/645912774439
True,2017-04-06T10:09:38.691846+00:00,,1170,https://n3.sdlcdn.com/imgs/c/g/b/large/Bendon-Nickelodeon-Paw-Patrol-Just-SDL002474203-1-ec8b8.jpg,1850,Bendon Nickelodeon Paw Patrol Just Yelp For Help Coloring & Activity Book with over 30 Stickers A F,https://www.snapdeal.com/product/bendon-nickelodeon-paw-patrol-just/668880383127
True,2017-04-06T10:09:38.714135+00:00,,1171,https://n3.sdlcdn.com/imgs/c/t/h/large/Nickelodeon-Paw-Patrol-25ct-Temporary-SDL457093067-1-b4dc4.jpg,974,Nickelodeon Paw Patrol 25ct Temporary Tattoo,https://www.snapdeal.com/product/nickelodeon-paw-patrol-25ct-temporary/676381979226
True,2017-04-06T10:09:38.736277+00:00,,1172,https://n3.sdlcdn.com/imgs/c/7/z/large/Paw-Patrol-9-Oz-Paper-SDL659681561-1-abf06.jpg,2384,Paw Patrol 9 Oz Paper Cups 24 Pieces,https://www.snapdeal.com/product/paw-patrol-9-oz-paper/683767654085
True,2017-04-06T10:09:38.758451+00:00,,1173,https://n3.sdlcdn.com/imgs/c/z/c/large/PAW-Patrol-Board-Book-Set-SDL656777347-1-c112f.jpg,1012,PAW Patrol Board Book Set (2 Shaped Board Books),https://www.snapdeal.com/product/paw-patrol-board-book-set/620197296817
True,2017-04-06T10:09:38.781102+00:00,,1174,https://n3.sdlcdn.com/imgs/c/f/5/large/Paw-Patrol-Bundle-Jumbo-Coloring-SDL089609011-1-7c867.jpg,3202,"Paw Patrol Bundle--Jumbo Coloring & Activity Book, 3 Packs of 8 Crayons and Tower Puzzle 24 Pieces",https://www.snapdeal.com/product/paw-patrol-bundlejumbo-coloring-activity/620921659161
True,2017-04-06T10:09:38.802993+00:00,,1175,https://n3.sdlcdn.com/imgs/c/f/h/large/Bundle-5-Items-Nickelodeon-Paw-SDL489087347-1-f55cc.jpg,2592,"Bundle 5 Items: Nickelodeon Paw Patrol 4 Puzzle Pack, 2 Paw Patrol Coloring And Activity Books, Paw",https://www.snapdeal.com/product/bundle-5-items-nickelodeon-paw/620523173212
True,2017-04-06T10:09:38.870052+00:00,,1176,https://n3.sdlcdn.com/imgs/c/f/s/large/Paw-Patrol-Panorama-Tin-Puzzles-SDL529547396-1-76ab5.jpg,2876,Paw Patrol Panorama Tin Puzzles,https://www.snapdeal.com/product/paw-patrol-panorama-tin-puzzles/622863968505
True,2017-04-06T10:09:38.892247+00:00,,1177,https://n3.sdlcdn.com/imgs/c/y/d/large/Paw-Patrol-Party-Supplies-Includes-SDL724035512-1-124d2.jpg,8681,"Paw Patrol Party Supplies Includes Table Cover, Cups, Napkins, Plates, Invitations, Banner Kit, Stre",https://www.snapdeal.com/product/paw-patrol-party-supplies-includes/621408092262
